,LABEL-1,LABEL-3,LABEL-4,LABEL-5,LABEL-12,review,store,score_new,pos_neg
635,,,지역 가이드,,,ㅣ,,0.28400349617004395,부정
639,,,지역 가이드,,,"커피 너무 맛없음 뷰는 그나마 괜찮지만 카페인만큼 커피 맛에 신경쓰길 돈아까움 맛대비 은 오바 맛 생각하고 가격 책정하신건지 바닐라라떼 아메리카노(+헤이즐넛시럽 추가) 둘다 노맛  카페 넘 협소하고 정신없
음",,0.019507288932800293,부정
643,,,지역 가이드,,,"장자도 온기념으로 커피한잔 마시고갈려고 들어갔는데 인메뉴 타령만하고  최근 가본카페중 가장 불친절한 카페였음
직원들의 불친절에 뷰도 커피맛도 엉망이었음
사람오는게귀찮은듯",,0.048854976892471313,부정
645,,,지역 가이드,,,공영주차장 영수증으로 사용하려면 만원 이상부터 가능한점 참고 ! 그리고 자리가 협소해 웨이팅있는데 눈치게임에서 성공해야됨 ㅋ 뷰는 좋으나 서비스 정말 별로임,,0.0478111207485199,부정
646,,,지역 가이드,,,협소주댁느낌 자리는 생각보나 많으나 거리두기가 안됨 시그니처메뉴 시럽덩어리  아아는 쏘쏘 한공간에 있어서 소리울리고 냉방효율떨어짐,,0.0340082049369812,부정
647,,,지역 가이드,,,한라봉 라떼 돈 아까워요 ㅠㅠ,,0.05129125714302063,부정
654,,,지역 가이드,,,주말은 사람 너무많아요ㅠㅠ,,0.1257990598678589,부정
655,,,지역 가이드,,,너무좁아요ㅠㅠ평일에가면좋을것같아요,,0.026536881923675537,부정
660,,,지역 가이드,,,"크 뷰 맛집입니다
한 번 오세요 선유도 들리시면!!",,0.39111974835395813,부정
661,,,지역 가이드,,,좁다 무지,,0.14100304245948792,부정
666,,,지역 가이드,,,가게가 생각보다 작음ㅠ,,0.10395649075508118,부정
669,,,지역 가이드,,,산행ㅠ 을 하고 쉴수 있는 산소같은 카페입니다살려줬어요날ㅠ 죽는줄 다리가 후들후들,,0.1058887243270874,부정
671,,,지역 가이드,,,"커피맛&카페분위기는 정말 신선하고 좋습니다

하지만 주차시설 이랑 사람들이 하도 사진 (앞 뒤 옆 ) 전부 찍고있어 잘못움직였다가 옆사람이 기분나빠하네요사진을 찍는건 이해합니다만 적당히 좀 찍어주세요",,0.15793681144714355,부정
673,,,지역 가이드,,,"음 외형적으로는 진짜 예쁜데 너무 좁고 일하시는 사람들이 손발이 안맞아서 갈팡질팡해요  그리고 무엇보다 커피가 신맛이 강해서 솔직히 완전 노맛 편의점 커피보다 맛없어요  아인슈페너 먹었는데 먹다가 버릴뻔 생크림 올라
가면 달짝찌근 하면서 맛나야는데 우선 커피가 신맛이 강해서 그냥 신맛밖에 안나요  커피 노답집 !! 그냥 풍경만 보고 싶다면 가세요  주차도 힘듬",,0.012686312198638916,부정
674,,,지역 가이드,,,맛없음,,0.0041883885860443115,부정
688,,,지역 가이드,,,맛없어요,,0.004035204648971558,부정
691,,,지역 가이드,,,,,0.24403497576713562,부정
692,,,지역 가이드,,,빙수 안하는 매장이라 슬픔,,0.31010735034942627,부정
697,,,지역 가이드,,,청포도케일  달아요~,,0.37302273511886597,부정
699,,,지역 가이드,,,멋져요,,0.4355221390724182,부정
701,,,지역 가이드,,,뷰 좋은편 주차ㅡ개이상만 주차권 줌 할리스커피 행사 제외 매장임 알바 친절도 별로,,0.28988516330718994,부정
702,,,지역 가이드,,,"바닷가 한철 장사
한잔 마시면 주차권도 안준다
주차장 많은데 차 딴데 대라구
군산 망신이다 진짜",,0.2427889108657837,부정
708,,,지역 가이드,,,🙂,,0.37213921546936035,부정
710,,,지역 가이드,,,"방문시간 오후 시분
시분 마감이라고 해서 주문했는데
층에 올라갔는데 오늘같은 날씨에 에어컨끄고 청소중 고객 맞을준비 빵점!
내가 좋아하는 할리스 이제 안가고 싶어짐
별점 개도 주기 싫음",,0.1923007369041443,부정
712,,,지역 가이드,,,"분주차에 커피한잔이라 주차비 천원내고 나왔네요
약간의 인심이 필요한듯해요",,0.291684627532959,부정
717,,,지역 가이드,,,"대나무 빨대로 주는것도 맘에드는뎅 
죄송하지만 알바생 분이 약간 불친절한것같아요",,0.2891086935997009,부정
718,,,지역 가이드,,,페도라 쓰고 안경 안끼신 여자 종업원분 기분이 안좋으신가봐요 뭐가 그리 공격적인지첫 방문인데 당연히 모르는거고 그래서 물어보는건데 너무 퉁명스럽네요 제 앞에 손님도 그것때문에  수근거리면서 가던데목소리는 또 왜 이렇게 크고 인상은 왜 쓰고있는지 대단한 서비스 바라는 것도 아닌데 일하기 싫고 짜증나면 그냥 집에 있는게 좋지 않을까요 서비스 잖아요,,0.01839783787727356,부정
727,,,지역 가이드,,,,,0.24403497576713562,부정
730,,,지역 가이드,,,전체적으로 직원들이 경우가 좀 없는 경향이 있네요;;다들 일하기 싫어하고 짜증 나있는 느낌 특히  남자직원 말투가 기본이 안되어있다 해야하나 사람대하면 안될 스타일이구요위치는 좋아보이나 막상 올라가도 경치가 엄청 좋진 않아요,,0.03259250521659851,부정
745,,,지역 가이드,,,커피맛은 체인점이라 특별할 것은 없는데 저녁근무하는 여자종업원님 뭐 이리 심통이 나 있으셨는지 내돈 주고 커피 사 먹으면서도 눈치를 볼 정도였네요 일하기 싫으시면 가게 문을 닫든지 일을 관두던지 하세요~,,0.026737183332443237,부정
753,,,지역 가이드,,,화장실 한칸밖에 없어요,,0.22884425520896912,부정
757,,,지역 가이드,,,^^,,0.37213921546936035,부정
760,,,지역 가이드,,,안친철해요,,0.1778075098991394,부정
773,,,지역 가이드,,,"주변에 카페 문 연 곳 많았으면 장사 안됐을듯
주문받는 여자가 엄청  톡톡 쏨 기분 더럽게 음료 받아서 먹음",,0.22471407055854797,부정
787,,,지역 가이드,,,좀 비싸네요,,0.0821651816368103,부정
788,,,지역 가이드,,,비쌈,,0.05849999189376831,부정
797,,,지역 가이드,,,직원말투가 툴툴,,0.14491373300552368,부정
799,,,지역 가이드,,,별 개도 아까워요 알바생인지 직원인지 여자 말투 굉장히 딱딱하고 툭툭 내뱉어요 이렇게 불친절한 카페는 처음이에요 직원 교육을 어떻게 시키는지 다신 안오고싶네요 인성 교육부터 가르치고 손님 대하는 방법부터 가르치세요 욕나오네요,,0.004379212856292725,부정
800,,,지역 가이드,,,커피는 맛있는데  직원들이 대체로 불친절하시네요,,0.052802324295043945,부정
808,,,지역 가이드,,,"앉으려면 인메뉴라는 위에 사람도 없던데
넓은데 화장실 한칸인데 단점",,0.3688358664512634,부정
812,,,지역 가이드,,,그냥 그래요,,0.00544092059135437,부정
819,,,지역 가이드,,,촣아요 경치,,0.4786086678504944,부정
824,,,지역 가이드,,,조오ㅓㄱ,,0.42202526330947876,부정
828,,,지역 가이드,,,그냥그냥 쏘쏘,,0.011936277151107788,부정
829,,,지역 가이드,,,여기 완전 불친절뭐 이런데가음료도 비싸면서그렇게 무서운 얼굴로 손님들을 대하는지,,0.022001057863235474,부정
836,,,지역 가이드,,,잔 마셔야 주차권줘요,,0.2688930630683899,부정
838,,,지역 가이드,,,너무 불친절 하시네요,,0.0031754374504089355,부정
840,,,지역 가이드,,,흠,,0.06983104348182678,부정
841,,,지역 가이드,,,♥,,0.37213921546936035,부정
846,,,지역 가이드,,,알바생인지모르겠지만 불친절,,0.07085570693016052,부정
850,,,지역 가이드,,,ㄱㄲ,,0.3375435471534729,부정
851,,,지역 가이드,,,ㅈ,,0.2332330048084259,부정
854,,,지역 가이드,,,그냥그래요,,0.00544092059135437,부정
862,,,지역 가이드,,,,,0.24403497576713562,부정
866,,,지역 가이드,,,그 옆 횟집은 친절하던데 여기는 직원들이 별로 손님들 오는게 싫은가봐요 마지못해 일하는 듯,,0.05734443664550781,부정
869,,,지역 가이드,,,사람이 많아요,,0.1616704761981964,부정
871,,,지역 가이드,,,진짜 불친절함 본인이 주문 잘 못알아먹고 손님한테 짜증이나내고 인상쓰고 포스기 부셔지도록 눌러대고 커피 맛도 없고 가족끼리 운영한다더니 이렇게 해도 됩니까 기분좋게 놀러왔다가 기분 다 망치고갑니다^^,,0.016267508268356323,부정
872,,,지역 가이드,,,불친절하네요,,0.009915351867675781,부정
879,,,지역 가이드,,,그냥 아이스라떼,,0.039571523666381836,부정
880,,,지역 가이드,,,그냥 아메리카노,,0.051806628704071045,부정
881,,,지역 가이드,,,커피보다 케익때문에 다시옴,,0.13377118110656738,부정
883,,,지역 가이드,,,"자주먹는겅데 여기점은 커피맛도없네요 ㅡㅡ 
레시피대로 알바생이 안하나바요
포스계산대 알바생도 불친절이요",,0.020742088556289673,부정
886,,,지역 가이드,,,할리스커피,,0.4960206151008606,부정
887,,,지역 가이드,,,할리스,,0.3532565236091614,부정
889,,,지역 가이드,,,할리스,,0.3532565236091614,부정
891,,,지역 가이드,,,구뜨,,0.3823533058166504,부정
897,,,지역 가이드,,,"좀 나이드신 여자직원분이 너무 불친절해요
저번에도 그분때문에 기분 안좋게 나왔었고
참다 참다 리뷰까지 쓰네요
리뷰에 불친절하다는 글은 다 그분인거 알정도로 다른 직원분들은 친절하신데 그 분만 
말투표정행동까지 너무 불쾌해요
그 분은 왜 서비스업을 하시는거죠  하기싫어하시던데 그러다 기계 다 부시겠어요
개선 좀 부탁드려요 말 나온사람도 한두명도 아니고 직원들도 그 분 눈치보느라 급급하던데 좀 착해져주세요 제발ㅠㅠㅠㅠㅠㅠ무서워요ㅠ",,0.01567995548248291,부정
903,,,지역 가이드,,,라떼랑 그린티가 이렇게 밍밍한 맛이 돈 아까웠어요 주차비 대신 이라도 음료상태가 너무 아니였어요 자리는 좋았는데,,0.011655151844024658,부정
906,,,지역 가이드,,,"일층 직원이 너무 불친절해서 주문하고 음료를 받으면서 기분이 나빴어요
휴양지라서 그런가 하고 이층으로 갔는데
사장인지 매니저인지 하는 사람이 마스크도 쓰지않고 일하는 분들과 얘기하며 매장을 왔다갔다 여러번 다녀서
찝찝했어요
참고로 방문일에 코로나 급증시기에요 ㅠ
실내공간이 찝찝해도
넓고 뷰도 괜찮은것 같고해서 더위식히러 갔는데
직원 교육이 필요할것 같아요",,0.022262096405029297,부정
911,,,지역 가이드,,,옆에 엔젤보단 할리스가 낫네요,,0.15741539001464844,부정
918,,,지역 가이드,,,목포 항구,,0.4030454456806183,부정
924,,,지역 가이드,,,홀리홀리~,,0.44396722316741943,부정
931,,,지역 가이드,,,양이 조금 적어요,,0.3658851981163025,부정
937,,,지역 가이드,,,,,0.24403497576713562,부정
941,,,지역 가이드,,,"시쯤 도착했는데 주말이라그런지 먹고싶은 음료 디저트 다 완판되어 다른음료 먹었는데 맛이 별로였어요 ㅡㅡ
직원은 불친절 층은 지저분하고 암튼 실망이 이만저만 아니었어요",,0.006353646516799927,부정
944,,,지역 가이드,,,보통이에용,,0.08936497569084167,부정
956,,,지역 가이드,,,맛은괜찮고 친절은 그냥그래요,,0.19055098295211792,부정
962,,,지역 가이드,,,할리스,,0.3532565236091614,부정
964,,,지역 가이드,,,뷰도 별로구 할리스라기보단 동네 개인 카페 같은 음료 맛도 뭔가 부족합니다,,0.021623551845550537,부정
972,,,지역 가이드,,,층으로 올라가면 선유도 해수욕장이 보여요,,0.341028094291687,부정
986,,,지역 가이드,,,🙃,,0.37213921546936035,부정
995,,,지역 가이드,,,😁,,0.37213921546936035,부정
1003,,,지역 가이드,,,핫플레이스!!!,,0.42811888456344604,부정
1006,,,지역 가이드,,,걍 뭐,,0.015440165996551514,부정
1021,,,지역 가이드,,,뷰가예술입니다 자리잡기힘들어요,,0.281398206949234,부정
1024,,,지역 가이드,,,맛은 그냥그냥 괜찮은편 같아요  커피는 근데 맛이 좀읍써요  감자튀김 소떡 아이들이 잘먹어요 매장관리가 안되서 아쉬웠어요  테이블도 직접 닦아야 하고 ㅠㅠ,,0.3707900643348694,부정
1029,,,지역 가이드,,,분위기는 좋으나 화물차 너무 위험해요 그리고 커피 맛은 음 써,,0.0659046471118927,부정
1035,,,지역 가이드,,,음료는 맛있었는데 사람이 너무 많았어요 ㅠ,,0.11608484387397766,부정
1042,,,지역 가이드,,,금액이 쎄긴함,,0.39458250999450684,부정
1043,,,지역 가이드,,,버스까지 셀프 서빙인데 넘 비싸네요,,0.05820643901824951,부정
1044,,,지역 가이드,,,"맛이라기보다 비싼 햄버거 값내고
무녀버스에서 바다 풍경을 뒤로 
햄버거 갬성샷 하나 건지는 거쥬🙂",,0.061444759368896484,부정
1045,,,지역 가이드,,,이 가격의 수제버거는 비현실적임다 수제버거좋아하는데 가격대비 맛은 정말 안좋네요 그냥 분위기 값이 절반인 수제버거집입니다 맛을 기대하고 드시기엔 무리가 있어보이네요 어케 프렌차이즈 버거보다도 못하징ㄷㄷ,,0.014356136322021484,부정
1046,,,지역 가이드,,,가격깡패,,0.2529551088809967,부정
1052,,,지역 가이드,,,"버거가 딱히 특색있지 않네요 너무 비싸요
인테리어나 카페특징은 잘 살렸고 재밌는데 버거가 가격대비 양많은건 좋고 소스는 그냥저냥",,0.062174588441848755,부정
1053,,,지역 가이드,,,수제버거 셋트를 먹었는데 맛은 있어요 부족해서 콜라와 수제버거 단품을 시켰는데 가격이 너무 비싸요,,0.06388238072395325,부정
1060,,,지역 가이드,,,두번째 방문하는데 뷰는 정말 좋음 근데 햄버거는 가격대비 비쌈 그리고 아메리카노 진짜 너무~맛없음 그냥 탄맛남 소떡소떡도 맛없고 햄버거는 보통 콜라도 작은거 줌,,0.1750703752040863,부정
1071,,,지역 가이드,,,"버거 너무 맛있는데
가격이 사악해요ㅠㅠ",,0.37974321842193604,부정
1075,,,지역 가이드,,,커피는 그냥그냥  파는곳이 여기뿐이고 날씨가 추워서 손님 많아서인지 친절하진 않음,,0.044952064752578735,부정
1078,,,지역 가이드,,,그저그래요 비쌈,,0.0014614760875701904,부정
1083,,,지역 가이드,,,너무 멎진 곳아네요,,0.14089685678482056,부정
1090,,,지역 가이드,,,"햄버거를 못먹어서 아쉬웟는데
음료는 그냥 기본이구
감튀는 넘 맛 ㅠㅠ",,0.03178685903549194,부정
1102,,,지역 가이드,,,패티가 롯데리아 재질 노맛,,0.2579888701438904,부정
1108,,,지역 가이드,,,"햄버거 개 원인데 너무비쌈
그리고세트에콜라진짜졵나인간적으로 존나작음
감튀는kfc감튀맛 
수제버거라고해도원개쌉에바 
그리고화장실문도안잠긴다 
물도잘안내려가더라 그리고한칸뿐이다
문안잠겨지는지모르고화장실에서볼일보는데밖에서문열더라 수치스러웠다
화장실에휴지도없다
자릿세인가보다 돈벌었으면화장실좀고치고 콜라좀큰거주고 그리고커피도 너무물같음",,0.011503726243972778,부정
1110,,,지역 가이드,,,"선유도 핫 플 같아요
음료가격은 적당한듯한데
햄버거가격이비싸네요
단품이천원",,0.37104690074920654,부정
1113,,,지역 가이드,,,한번쯤가볼만한곳,,0.20693209767341614,부정
1117,,,지역 가이드,,,햄버거 세트 먹었는데 일반 수제버거 맛!,,0.26019561290740967,부정
1118,,,지역 가이드,,,선유도 갔다 잠시 머문곳,,0.12965726852416992,부정
1119,,,지역 가이드,,,세트로 먹었는데 감튀는 맛있었고 햄버거랑 소떡소떡은 그냥그랬어요~!,,0.19323796033859253,부정
1120,,,지역 가이드,,,꼭 들려요!,,0.42089036107063293,부정
1124,,,지역 가이드,,,인스타용 카페인듯 트레이드마크 노란버스는 사진이 더 이뻐요 버거는 맛있는데 커피는 너무 맛없고 콜라는 넘 작아요 허허,,0.1564272940158844,부정
1129,,,지역 가이드,,,맛이 맹맹해요,,0.23082110285758972,부정
1130,,,지역 가이드,,,다들 맛있다 그래서 갔는데 테이블도 정리 안하시고 맛도 특별한건 아니였어요,,0.41537177562713623,부정
1131,,,지역 가이드,,,커피는맛없어요,,0.015596985816955566,부정
1134,,,지역 가이드,,,지림햄버거지림성의림성,,0.07883355021476746,부정
1138,,,지역 가이드,,,구,,0.48969900608062744,부정
1158,,,지역 가이드,,,가격대비 별로에요,,0.0033590495586395264,부정
1160,,,지역 가이드,,,더울때 해수욕장 안갈경우 더위를 피할수 있는 곳,,0.41616344451904297,부정
1165,,,지역 가이드,,,불친절,,0.026199817657470703,부정
1167,,,지역 가이드,,,불친절!,,0.017906665802001953,부정
1169,,,지역 가이드,,,더워서  들어간 군산선유점 엔제리너스   제철이라 그런지  불 친절 기본에  종업원 말 은 달지 않다더니  너~무달아  음료 맛을 모르겠어요 다른점 엔제리너스는  이 맛이 아녔는데,,0.018679648637771606,부정
1176,,,지역 가이드,,,"자몽에이드 주문했는데 탄산이 김빠진맛
별루에요
에그마요는 맛있었어요",,0.019068092107772827,부정
1179,,,지역 가이드,,,선유도 짚라인과 해수욕장이 보이는 오션뷰 맛집입니다 음료나 빵맛은 체인점이라 패쓰~,,0.4583139419555664,부정
1184,,,지역 가이드,,,😀,,0.37213921546936035,부정
1186,,,지역 가이드,,,마니 쌀쌀한날인데 숍안도 썰렁~,,0.41903603076934814,부정
1187,,,지역 가이드,,,알바생의 불친절로 인해 비싼 커피 마시러 와서 기분 망치고 가네요 다시는 이용하기 싫네요,,0.01527521014213562,부정
1207,,,지역 가이드,,,주문을 너무 못알아들음,,0.009233444929122925,부정
1231,,,지역 가이드,,,뷰 좋고 깔끔한데 빙수 진짜 맛없네요,,0.07415556907653809,부정
1244,,,지역 가이드,,,사람많아요,,0.1616704761981964,부정
1246,,,지역 가이드,,,낮에 갔다가 밤에 또 들렀는데 같은 메뉴가 맛도 양도 너무 달랐습니다,,0.021637827157974243,부정
1258,,,지역 가이드,,,시간이 넘 짧아서아쉬워우,,0.01861146092414856,부정
1260,,,지역 가이드,,,이층 뷰가 좋음! 커피도 그런대로,,0.41193974018096924,부정
1269,,,지역 가이드,,,보통이요,,0.04965493083000183,부정
1272,,,지역 가이드,,,나홀로 즐기기 괜잖으네요~^^,,0.4268660843372345,부정
1277,,,지역 가이드,,,"회먹고 옆에있길래 들렸는데 분위기별루고
알바인지 사장인지 남자가하나 있는데 손님오는게 세상귀찮은 표정이였음 기본적인 인사이런것도 없어요",,0.026266753673553467,부정
1292,,,지역 가이드,,,호떡은 별로,,0.025571882724761963,부정
1297,,,지역 가이드,,,맛,,0.4003438353538513,부정
1298,,,지역 가이드,,,비싸네요,,0.028132379055023193,부정
1317,,,지역 가이드,,,쏘쏘,,0.1288345456123352,부정
1324,,,지역 가이드,,,보통이에요 건강한 맛은 아니네요,,0.026485443115234375,부정
1340,,,지역 가이드,,,걍,,0.023221254348754883,부정
1344,,,지역 가이드,,,"사이즈가 작아서 좀 비싼 듯 하지만 흑임자 호떡 맛있네요
관광지라 그런지 커피가 대체로 다 비싸요",,0.48225870728492737,부정
1355,,,지역 가이드,,,ㅈ,,0.2332330048084259,부정
1358,,,지역 가이드,,,쏘쏘,,0.1288345456123352,부정
1376,,,지역 가이드,,,ㅈ,,0.2332330048084259,부정
1387,,,지역 가이드,,,관광지인데 가격대비 맛이 별로네요,,0.0026443004608154297,부정
1392,,,지역 가이드,,,비싸고 커피는 신맛이 강합니다,,0.19944888353347778,부정
1396,,,지역 가이드,,,^^,,0.37213921546936035,부정
1397,,,지역 가이드,,,^^,,0.37213921546936035,부정
1404,,,지역 가이드,,,"ㅈ즏ㅈㅁㅅㅅ
 Oovcnvc",,0.34616178274154663,부정
1410,,,지역 가이드,,,비싸요,,0.031568318605422974,부정
1417,,,지역 가이드,,,"라떼는 맛나는데 고구마라떼는 별루
친절하심",,0.15276208519935608,부정
1425,,,지역 가이드,,,,,0.24403497576713562,부정
1439,,,지역 가이드,,,그섬애,,0.3615148067474365,부정
1445,,,지역 가이드,,,궂,,0.3462231457233429,부정
1446,,,지역 가이드,,,^^*,,0.37213921546936035,부정
1447,,,지역 가이드,,,젊은 남자직원이 좀 불친절해요 무뚝뚝하네요,,0.11574104428291321,부정
1459,,,지역 가이드,,,,,0.24403497576713562,부정
1460,,,지역 가이드,,,음,,0.18573907017707825,부정
1465,,,지역 가이드,,,ㅊ,,0.31358709931373596,부정
1486,,,지역 가이드,,,GOOD,,0.37213921546936035,부정
1496,,,지역 가이드,,,,,0.24403497576713562,부정
1497,,,지역 가이드,,,아이스크림 비쌈,,0.13124290108680725,부정
1498,,,지역 가이드,,,"건어물이랑 전기차도 같이 하시던데
전기차 빌렸는데 덜덜덜
금액은 카드X 현금만 가능
탈세가 의심스러움
아이스크림만 사고 카드결제했네요",,0.15037351846694946,부정
1502,,,지역 가이드,,,먹방,,0.33524709939956665,부정
1503,,,지역 가이드,,,ㅗ,,0.44322603940963745,부정
1520,,,지역 가이드,,,아직 안먹어봐서 맛은 모르겠지만 반건조 노가리 ~마리 만원이예요 구매하면 주차권도 줌!,,0.3384307622909546,부정
1525,,,지역 가이드,,,맛은 쪼옴 ~~  ㅜ,,0.046957820653915405,부정
1529,,,지역 가이드,,,쪼아요,,0.2194703221321106,부정
1530,,,지역 가이드,,,👍,,0.37213921546936035,부정
1536,,,지역 가이드,,,양이 많아요,,0.4915769398212433,부정
1538,,,지역 가이드,,,보통이네요,,0.043612122535705566,부정
1546,,,지역 가이드,,,,,0.24403497576713562,부정
1547,,,지역 가이드,,,Good,,0.37213921546936035,부정
1550,,,지역 가이드,,,복돼지 빵이 방금했다고 했는데ㅜㅜ다 식고 빵도 너무 두껍고ㅜㅜ먹다 말았어요ㅠ장자도에서 방금나온거 예전에 먹고 기대하고 먹었는데~~~,,0.05981293320655823,부정
1573,,,지역 가이드,,,"바로구워주지않아서 별루요
식은호떡 데워주는 기분이요
이른시간도 아닌데 청소도 덜되고
첫느낌은  좋지않네요",,0.00685688853263855,부정
1575,,,지역 가이드,,,커피맛은 그닥,,0.024372994899749756,부정
